Περιγραφή,Κωδικός,Έτος,Μήνας,Sales,Forecasts
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2020,Μάρτιος,525,390
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2020,Απρίλιος,392,430
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2020,Μάιος,447,470
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2020,Ιούνιος,261,430
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2020,Ιούλιος,422,430
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2020,Αύγουστος,152,300
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2020,Σεπτέμβριος,511,610
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2020,Οκτώβριος,589,500
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2020,Νοέμβριος,681,360
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2020,Δεκέμβριος,321,215
SNOW WHT POWDER 120GR 24PCS,000842ROM,2020,Ιανουάριος,1624,0
SNOW WHT POWDER 120GR 24PCS,000842ROM,2020,Φεβρουάριος,1154,1000
SNOW WHT POWDER 120GR 24PCS,000842ROM,2020,Μάρτιος,673,1000
SNOW WHT POWDER 120GR 24PCS,000842ROM,2020,Απρίλιος,0,1000
SNOW WHT POWDER 120GR 24PCS,000842ROM,2020,Μάιος,1387,1000
SNOW WHT POWDER 120GR 24PCS,000842ROM,2020,Ιούνιος,2305,1000
SNOW WHT POWDER 120GR 24PCS,000842ROM,2020,Ιούλιος,139,1000
SNOW WHT POWDER 120GR 24PCS,000842ROM,2020,Αύγουστος,0,0
SNOW WHT POWDER 120GR 24PCS,000842ROM,2020,Σεπτέμβριος,792,1000
SNOW WHT POWDER 120GR 24PCS,000842ROM,2020,Οκτώβριος,2128,1000
SNOW WHT POWDER 120GR 24PCS,000842ROM,2020,Νοέμβριος,997,1000
SNOW WHT POWDER 120GR 24PCS,000842ROM,2020,Δεκέμβριος,790,500
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2020,Ιανουάριος,700,850
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2020,Φεβρουάριος,618,740
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2020,Μάρτιος,883,800
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2020,Απρίλιος,915,900
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2020,Μάιος,588,950
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2020,Ιούνιος,622,800
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2020,Ιούλιος,723,1050
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2020,Αύγουστος,741,1000
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2020,Σεπτέμβριος,1024,810
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2020,Οκτώβριος,1211,800
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2020,Νοέμβριος,813,700
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2020,Δεκέμβριος,890,700
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2020,Ιανουάριος,221,180
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2020,Φεβρουάριος,178,160
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2020,Μάρτιος,225,250
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2020,Απρίλιος,166,260
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2020,Μάιος,156,260
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2020,Ιούνιος,206,300
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2020,Ιούλιος,378,372
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2020,Αύγουστος,209,250
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2020,Σεπτέμβριος,355,434
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2020,Οκτώβριος,218,322
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2020,Νοέμβριος,338,250
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2020,Δεκέμβριος,272,250
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2020,Ιανουάριος,494,350
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2020,Φεβρουάριος,288,380
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2020,Μάρτιος,467,250
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2020,Απρίλιος,195,406
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2020,Μάιος,473,350
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2020,Ιούνιος,274,320
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2020,Ιούλιος,210,250
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2020,Αύγουστος,174,250
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2020,Σεπτέμβριος,311,310
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2020,Οκτώβριος,327,250
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2020,Νοέμβριος,402,270
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2020,Δεκέμβριος,417,270
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2020,Ιανουάριος,268,400
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2020,Φεβρουάριος,346,260
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2020,Μάρτιος,480,300
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2020,Απρίλιος,398,800
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2020,Μάιος,673,950
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2020,Ιούνιος,538,1000
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2020,Ιούλιος,1359,1320
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2020,Αύγουστος,789,800
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2020,Σεπτέμβριος,1212,1000
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2020,Οκτώβριος,866,400
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2020,Νοέμβριος,840,370
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2020,Δεκέμβριος,577,250
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2020,Ιανουάριος,325,300
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2020,Φεβρουάριος,415,300
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2020,Μάρτιος,691,500
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2020,Απρίλιος,317,600
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2020,Μάιος,353,500
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2020,Ιούνιος,379,500
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2020,Ιούλιος,533,600
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2020,Αύγουστος,570,600
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2020,Σεπτέμβριος,489,650
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2020,Οκτώβριος,477,550
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2020,Νοέμβριος,466,450
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2020,Δεκέμβριος,242,450
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2020,Ιανουάριος,973,2100
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2020,Φεβρουάριος,2313,1400
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2020,Μάρτιος,2315,1800
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2020,Απρίλιος,699,1800
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2020,Μάιος,1465,1900
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2020,Ιούνιος,1371,1900
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2020,Ιούλιος,2139,2300
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2020,Αύγουστος,1615,1800
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2020,Σεπτέμβριος,2003,2000
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2020,Οκτώβριος,1542,1900
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2020,Νοέμβριος,1929,1800
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2020,Δεκέμβριος,1600,1800
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2020,Ιανουάριος,452,550
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2020,Φεβρουάριος,590,550
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2020,Μάρτιος,546,650
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2020,Απρίλιος,375,800
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2020,Μάιος,457,750
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2020,Ιούνιος,524,750
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2020,Ιούλιος,977,750
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2020,Αύγουστος,576,600
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2020,Σεπτέμβριος,622,800
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2020,Οκτώβριος,599,700
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2020,Νοέμβριος,580,600
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2020,Δεκέμβριος,554,550
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 2,7L/54M -4€",00546,2020,Ιανουάριος,187,300
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 2,7L/54M -4€",00546,2020,Φεβρουάριος,346,360
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 2,7L/54M -4€",00546,2020,Μάρτιος,421,300
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 2,7L/54M -4€",00546,2020,Απρίλιος,500,350
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 2,7L/54M -4€",00546,2020,Μάιος,301,380
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 2,7L/54M -4€",00546,2020,Ιούνιος,533,300
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 2,7L/54M -4€",00546,2020,Ιούλιος,200,350
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 2,7L/54M -4€",00546,2020,Αύγουστος,451,300
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 2,7L/54M -4€",00546,2020,Σεπτέμβριος,421,300
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 2,7L/54M -4€",00546,2020,Οκτώβριος,433,300
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 2,7L/54M -4€",00546,2020,Νοέμβριος,548,280
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 2,7L/54M -4€",00546,2020,Δεκέμβριος,359,280
ΕΥΡΗΚΑ SENSO 1 LT ΠΡΟΣΦ.,0096,2020,Ιανουάριος,683,850
ΕΥΡΗΚΑ SENSO 1 LT ΠΡΟΣΦ.,0096,2020,Φεβρουάριος,630,750
ΕΥΡΗΚΑ SENSO 1 LT ΠΡΟΣΦ.,0096,2020,Μάρτιος,942,750
ΕΥΡΗΚΑ SENSO 1 LT ΠΡΟΣΦ.,0096,2020,Απρίλιος,692,900
ΕΥΡΗΚΑ SENSO 1 LT ΠΡΟΣΦ.,0096,2020,Μάιος,737,950
ΕΥΡΗΚΑ SENSO 1 LT ΠΡΟΣΦ.,0096,2020,Ιούνιος,662,900
ΕΥΡΗΚΑ SENSO 1 LT ΠΡΟΣΦ.,0096,2020,Ιούλιος,1001,1000
ΕΥΡΗΚΑ SENSO 1 LT ΠΡΟΣΦ.,0096,2020,Αύγουστος,765,900
ΕΥΡΗΚΑ SENSO 1 LT ΠΡΟΣΦ.,0096,2020,Σεπτέμβριος,1047,1050
ΕΥΡΗΚΑ SENSO 1 LT ΠΡΟΣΦ.,0096,2020,Οκτώβριος,1057,880
ΕΥΡΗΚΑ SENSO 1 LT ΠΡΟΣΦ.,0096,2020,Νοέμβριος,1080,820
ΕΥΡΗΚΑ SENSO 1 LT ΠΡΟΣΦ.,0096,2020,Δεκέμβριος,645,700
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2020,Ιανουάριος,1185,900
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2020,Φεβρουάριος,360,360
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2020,Μάρτιος,843,600
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2020,Απρίλιος,420,120
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2020,Μάιος,499,960
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2020,Ιούνιος,618,600
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2020,Ιούλιος,1228,900
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2020,Αύγουστος,0,0
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2020,Σεπτέμβριος,1020,1020
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2020,Οκτώβριος,780,780
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2020,Νοέμβριος,420,420
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2020,Δεκέμβριος,600,600
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2020,Ιανουάριος,18,180
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2020,Φεβρουάριος,480,480
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2020,Μάρτιος,745,420
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2020,Απρίλιος,0,0
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2020,Μάιος,0,600
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2020,Ιούνιος,621,360
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2020,Ιούλιος,840,600
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2020,Αύγουστος,0,0
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2020,Σεπτέμβριος,590,540
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2020,Οκτώβριος,424,420
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2020,Νοέμβριος,240,240
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2020,Δεκέμβριος,360,360
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2020,Ιανουάριος,0,0
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2020,Φεβρουάριος,397,360
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2020,Μάρτιος,935,300
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2020,Απρίλιος,0,0
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2020,Μάιος,0,360
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2020,Ιούνιος,660,300
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2020,Ιούλιος,588,300
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2020,Αύγουστος,0,0
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2020,Σεπτέμβριος,600,600
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2020,Οκτώβριος,480,480
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2020,Νοέμβριος,300,300
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2020,Δεκέμβριος,300,300
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2020,Ιανουάριος,24,660
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2020,Φεβρουάριος,1380,1380
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2020,Μάρτιος,1127,900
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2020,Απρίλιος,0,0
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2020,Μάιος,0,1140
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2020,Ιούνιος,1216,420
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2020,Ιούλιος,1080,720
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2020,Αύγουστος,0,0
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2020,Σεπτέμβριος,946,900
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2020,Οκτώβριος,600,600
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2020,Νοέμβριος,180,180
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2020,Δεκέμβριος,180,180
FAMOZO FRESH TRG 750ML 16PCS,030106,2020,Ιανουάριος,360,360
FAMOZO FRESH TRG 750ML 16PCS,030106,2020,Φεβρουάριος,556,540
FAMOZO FRESH TRG 750ML 16PCS,030106,2020,Μάρτιος,0,510
FAMOZO FRESH TRG 750ML 16PCS,030106,2020,Απρίλιος,790,750
FAMOZO FRESH TRG 750ML 16PCS,030106,2020,Μάιος,913,780
FAMOZO FRESH TRG 750ML 16PCS,030106,2020,Ιούνιος,0,570
FAMOZO FRESH TRG 750ML 16PCS,030106,2020,Ιούλιος,1199,810
FAMOZO FRESH TRG 750ML 16PCS,030106,2020,Αύγουστος,0,0
FAMOZO FRESH TRG 750ML 16PCS,030106,2020,Σεπτέμβριος,800,570
FAMOZO FRESH TRG 750ML 16PCS,030106,2020,Οκτώβριος,1281,1400
FAMOZO FRESH TRG 750ML 16PCS,030106,2020,Νοέμβριος,930,810
FAMOZO FRESH TRG 750ML 16PCS,030106,2020,Δεκέμβριος,300,300
FAMOZO FRESH RFL 750ML 16PCS,030206,2020,Ιανουάριος,426,360
FAMOZO FRESH RFL 750ML 16PCS,030206,2020,Φεβρουάριος,504,504
FAMOZO FRESH RFL 750ML 16PCS,030206,2020,Μάρτιος,0,468
FAMOZO FRESH RFL 750ML 16PCS,030206,2020,Απρίλιος,756,750
FAMOZO FRESH RFL 750ML 16PCS,030206,2020,Μάιος,981,1188
FAMOZO FRESH RFL 750ML 16PCS,030206,2020,Ιούνιος,0,540
FAMOZO FRESH RFL 750ML 16PCS,030206,2020,Ιούλιος,2012,1224
FAMOZO FRESH RFL 750ML 16PCS,030206,2020,Αύγουστος,0,0
FAMOZO FRESH RFL 750ML 16PCS,030206,2020,Σεπτέμβριος,936,468
FAMOZO FRESH RFL 750ML 16PCS,030206,2020,Οκτώβριος,972,288
FAMOZO FRESH RFL 750ML 16PCS,030206,2020,Νοέμβριος,1834,2520
FAMOZO FRESH RFL 750ML 16PCS,030206,2020,Δεκέμβριος,24,0
FAMOZO CLEAR RFL 750ML 16PCS,030406,2020,Ιανουάριος,252,252
FAMOZO CLEAR RFL 750ML 16PCS,030406,2020,Φεβρουάριος,405,396
FAMOZO CLEAR RFL 750ML 16PCS,030406,2020,Μάρτιος,508,324
FAMOZO CLEAR RFL 750ML 16PCS,030406,2020,Απρίλιος,0,0
FAMOZO CLEAR RFL 750ML 16PCS,030406,2020,Μάιος,720,720
FAMOZO CLEAR RFL 750ML 16PCS,030406,2020,Ιούνιος,177,468
FAMOZO CLEAR RFL 750ML 16PCS,030406,2020,Ιούλιος,992,648
FAMOZO CLEAR RFL 750ML 16PCS,030406,2020,Αύγουστος,0,0
FAMOZO CLEAR RFL 750ML 16PCS,030406,2020,Σεπτέμβριος,324,324
FAMOZO CLEAR RFL 750ML 16PCS,030406,2020,Οκτώβριος,1044,468
FAMOZO CLEAR RFL 750ML 16PCS,030406,2020,Νοέμβριος,180,756
FAMOZO CLEAR RFL 750ML 16PCS,030406,2020,Δεκέμβριος,216,36
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2020,Ιανουάριος,387,580
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2020,Φεβρουάριος,348,460
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2020,Μάρτιος,869,280
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2020,Απρίλιος,522,530
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2020,Μάιος,446,400
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2020,Ιούνιος,555,430
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2020,Ιούλιος,301,480
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2020,Αύγουστος,0,370
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2020,Σεπτέμβριος,410,510
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2020,Οκτώβριος,645,440
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2020,Νοέμβριος,751,400
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2020,Δεκέμβριος,827,300
"ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL RFL 750ML-0,9€",030721,2020,Ιανουάριος,294,260
"ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL RFL 750ML-0,9€",030721,2020,Φεβρουάριος,308,270
